pId,condition,timestamp,HR,HRV
p001_tamil_iteration2,1,2023-04-12T09:40:43.528+12:00,,1066
p001_tamil_iteration2,1,2023-04-12T09:40:44.664+12:00,,1140
p001_tamil_iteration2,1,2023-04-12T09:40:44.827+12:00,,
p001_tamil_iteration2,1,2023-04-12T09:40:45.803+12:00,,1094
p001_tamil_iteration3,2,2023-04-12T09:42:14.200+12:00,,922
p001_tamil_iteration3,2,2023-04-12T09:42:15.178+12:00,,898
p001_tamil_iteration3,2,2023-04-12T09:42:15.340+12:00,,
p001_tamil_iteration3,2,2023-04-12T09:42:16.072+12:00,,904
p001_tamil_iteration3,2,2023-04-12T09:42:16.396+12:00,,
p001_tamil_iteration3,2,2023-04-12T09:42:16.966+12:00,,903
p001_tamil_iteration3,2,2023-04-12T09:42:17.372+12:00,61,
p001_tamil_iteration3,2,2023-04-12T09:42:17.696+12:00,,835
p001_tamil_iteration3,2,2023-04-12T09:42:18.429+12:00,62,
p001_tamil_iteration3,2,2023-04-12T09:42:18.591+12:00,,820
p001_tamil_iteration3,2,2023-04-12T09:42:19.403+12:00,63,
p001_tamil_iteration3,2,2023-04-12T09:42:19.482+12:00,,877
p001_tamil_iteration3,2,2023-04-12T09:42:20.378+12:00,,879
